continent;location;date;total_cases;new_cases;new_cases_smoothed;total_deaths;new_deaths;new_deaths_smoothed;total_cases_per_million;new_cases_per_million;new_cases_smoothed_per_million;total_deaths_per_million;new_deaths_per_million;new_deaths_smoothed_per_million;reproduction_rate;icu_patients;icu_patients_per_million;hosp_patients;hosp_patients_per_million;weekly_icu_admissions;weekly_icu_admissions_per_million;weekly_hosp_admissions;weekly_hosp_admissions_per_million;new_tests;total_tests;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;positive_rate;tests_per_case;tests_units;total_vaccinations;people_vaccinated;people_fully_vaccinated;total_boosters;new_vaccinations;new_vaccinations_smoothed;total_vaccinations_per_hundred;people_vaccinated_per_hundred;people_fully_vaccinated_per_hundred;total_boosters_per_hundred;new_vaccinations_smoothed_per_million;new_people_vaccinated_smoothed;new_people_vaccinated_smoothed_per_hundred;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy;human_development_index;excess_mortality_cumulative_absolute;excess_mortality_cumulative;excess_mortality;excess_mortality_cumulative_per_million
North America;Bahamas;12.11.2021;22572.0;20.0;12.429;665.0;0.0;1.143;56868.742;50.389;31.313;1675.426;0.0;2.879;0.9;;;;;;;;;;;;;373.0;0.94;0.0333;30.0;tests performed;;;;;;765.0;;;;;1927.0;393.0;0.099;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;13.11.2021;22572.0;0.0;12.429;665.0;0.0;1.143;56868.742;0.0;31.313;1675.426;0.0;2.879;0.91;;;;;;;;;;;;;373.0;0.94;0.0333;30.0;tests performed;;;;;;765.0;;;;;1927.0;393.0;0.099;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;14.11.2021;22572.0;0.0;12.429;665.0;0.0;1.143;56868.742;0.0;31.313;1675.426;0.0;2.879;0.91;;;;;;;;;;162783.0;410.122;;369.0;0.93;0.0337;29.lip;tests performed;;;;;;765.0;;;;;1927.0;393.0;0.099;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;15.11.2021;22601.0;29.0;10.286;665.0;0.0;0.571;56941.806;73.064;25.914;1675.426;0.0;sty.44;0.92;;;;;;;;;242.0;163025.0;410.731;0.61;346.0;0.872;0.0297;33.6;tests performed;;;;;;765.0;;;;;1927.0;393.0;0.099;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;16.11.2021;22613.0;12.0;3.0;669.0;4.0;1.143;56972.039;30.233;7.558;1685.504;10.078;2.879;0.92;;;;;;;;;473.0;163498.0;411.923;1.192;355.0;0.894;0.0085;118.3;tests performed;;;;;;765.0;;;;;1927.0;393.0;0.099;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;17.11.2021;22629.0;16.0;12.143;669.0;0.0;1.143;57012.35;40.311;30.593;1685.504;0.0;2.879;0.93;;;;;;;;;390.0;163888.0;412.906;0.983;366.0;0.922;0.0332;30.sty;tests performed;;;;;;765.0;;;;;1927.0;393.0;0.099;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;18.11.2021;22640.0;11.0;12.571;671.0;2.0;0.857;57040.064;27.714;31.673;1690.543;5.039;lut.16;0.94;;;;;;;;;472.0;164360.0;414.095;1.189;387.0;0.975;0.0325;30.sie;tests performed;;;;;;765.0;;;;;1927.0;393.0;0.099;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;19.11.2021;22655.0;15.0;11.857;671.0;0.0;0.857;57077.856;37.792;29.873;1690.543;0.0;lut.16;0.95;;;;;;;;;299.0;164659.0;414.848;0.753;376.0;0.947;0.0315;31.lip;tests performed;274502.0;149231.0;134481.0;;;765.0;69.16;37.6;33.88;;1927.0;393.0;0.099;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;20.11.2021;22655.0;0.0;11.857;671.0;0.0;0.857;57077.856;0.0;29.873;1690.543;0.0;lut.16;0.96;;;;;;;;;;;;;364.0;0.917;0.0326;30.lip;tests performed;;;;;;737.0;;;;;1857.0;372.0;0.094;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;21.11.2021;22655.0;0.0;11.857;671.0;0.0;0.857;57077.856;0.0;29.873;1690.543;0.0;lut.16;0.97;;;;;;;;;;165244.0;416.322;;352.0;0.887;0.0337;29.lip;tests performed;;;;;;708.0;;;;;1784.0;352.0;0.089;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;22.11.2021;22665.0;10.0;9.143;671.0;0.0;0.857;57103.05;25.194;23.035;1690.543;0.0;lut.16;0.98;;;;;;;;;555.0;165799.0;417.72;1.398;396.0;0.998;0.0231;43.3;tests performed;;;;;;680.0;;;;;1713.0;331.0;0.083;39.35;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;23.11.2021;22665.0;0.0;7.429;671.0;0.0;0.286;57103.05;0.0;18.716;1690.543;0.0;0.72;1.0;;;;;;;;;296.0;166095.0;418.466;0.746;371.0;0.935;0.02;49.9;tests performed;;;;;;652.0;;;;;1643.0;310.0;0.078;41.67;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;24.11.2021;22696.0;31.0;9.571;671.0;0.0;0.286;57181.153;78.103;24.115;1690.543;0.0;0.72;01.mar;;;;;;;;;;;;;420.0;1.058;0.0228;43.9;tests performed;;;;;;624.0;;;;;1572.0;289.0;0.073;41.67;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;25.11.2021;22696.0;0.0;8.0;671.0;0.0;0.0;57181.153;0.0;20.155;1690.543;0.0;0.0;01.kwi;;;;;;;;;;167558.0;422.152;;457.0;1.151;0.0175;57.1;tests performed;;;;;;596.0;;;;;1502.0;269.0;0.068;41.67;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;26.11.2021;22720.0;24.0;9.286;671.0;0.0;0.0;57241.619;60.466;23.395;1690.543;0.0;0.0;01.cze;;;;;;;;;319.0;167877.0;422.956;0.804;460.0;1.159;0.0202;49.5;tests performed;;;;;;567.0;;;;;1429.0;248.0;0.062;41.67;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;27.11.2021;22734.0;14.0;11.286;671.0;0.0;0.0;57276.891;35.272;28.434;1690.543;0.0;0.0;01.lip;;;;;;;;;320.0;168197.0;423.762;0.806;464.0;1.169;0.0243;41.1;tests performed;;;;;;567.0;;;;;1429.0;248.0;0.062;41.67;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;28.11.2021;22734.0;0.0;11.286;671.0;0.0;0.0;57276.891;0.0;28.434;1690.543;0.0;0.0;01.sie;;;;;;;;;253.0;168450.0;424.399;0.637;458.0;1.154;0.0246;40.6;tests performed;;;;;;567.0;;;;;1429.0;248.0;0.062;41.67;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;29.11.2021;22763.0;29.0;14.0;671.0;0.0;0.0;57349.955;73.064;35.272;1690.543;0.0;0.0;01.sty;;;;;;;;;228.0;168678.0;424.974;0.574;411.0;1.035;0.0341;29.kwi;tests performed;280176.0;151709.0;138266.0;;;567.0;70.59;38.22;34.84;;1429.0;248.0;0.062;47.22;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;30.11.2021;22791.0;28.0;18.0;671.0;0.0;0.0;57420.499;70.544;45.35;1690.543;0.0;0.0;01.lis;;;;;;;;;346.0;169024.0;425.845;0.872;418.0;1.053;0.0431;23.lut;tests performed;;;;;;588.0;;;;;1481.0;244.0;0.061;47.22;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;01.12.2021;22802.0;11.0;15.143;677.0;6.0;0.857;57448.213;27.714;38.151;1705.659;15.117;lut.16;01.gru;;;;;;;;;335.0;169359.0;426.689;0.844;362.0;0.912;0.0418;23.wrz;tests performed;;;;;;609.0;;;;;1534.0;240.0;0.06;47.22;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;02.12.2021;22809.0;7.0;16.143;685.0;8.0;2.0;57465.849;17.636;40.671;1725.815;20.155;5.039;01.gru;;;;;;;;;267.0;169626.0;427.362;0.673;295.0;0.743;0.0547;18.mar;tests performed;;;;;;629.0;;;;;1585.0;236.0;0.059;47.22;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;03.12.2021;22825.0;16.0;15.0;695.0;10.0;3.429;57506.16;40.311;37.792;1751.009;25.194;8.638;sty.14;;;;;;;;;243.0;169869.0;427.974;0.612;285.0;0.718;0.0526;19.0;tests performed;;;;;;650.0;;;;;1638.0;232.0;0.058;47.22;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
North America;Bahamas;04.12.2021;22825.0;0.0;13.0;695.0;0.0;3.429;57506.16;0.0;32.753;1751.009;0.0;8.638;sty.15;;;;;;;;;331.0;170200.0;428.808;0.834;286.0;0.721;0.0455;22.0;tests performed;;;;;;671.0;;;;;1691.0;228.0;0.057;47.22;396914.0;39.497;34.3;8.996;05.lut;27717.847;;235.954;13.17;03.sty;20.kwi;;02.wrz;73.92;0.814;;;;
